Date,Amount,Category,Description
3/10/2024,4400.86,Utilities,Utilities expense
3/30/2024,3639.97,Food,Food expense
5/15/2023,2726.17,Health,Health expense
8/7/2025,3116.05,Transport,Transport expense
7/6/2025,2898.18,Education,Education expense
1/3/2025,3174.9,Entertainment,Entertainment expense
7/6/2024,4971.59,Utilities,Utilities expense
7/18/2025,3640.48,Food,Food expense
5/15/2024,3524.76,Health,Health expense
7/24/2025,2726.17,Utilities,Utilities expense
3/20/2023,3819.96,Utilities,Utilities expense
8/28/2024,3487.83,Food,Food expense
7/4/2023,4299.56,Shopping,Shopping expense
7/9/2023,2685.72,Education,Education expense
10/7/2025,4773.96,Utilities,Utilities expense
11/3/2025,4002.68,Transport,Transport expense
6/1/2023,1078.9,Education,Education expense
2/27/2025,2061.38,Food,Food expense
8/25/2024,588.51,Education,Education expense
7/3/2023,3332.36,Education,Education expense
9/24/2024,1260.67,Health,Health expense
11/11/2024,1886.71,Entertainment,Entertainment expense
10/29/2024,598.36,Education,Education expense
10/9/2023,3206.87,Shopping,Shopping expense
6/7/2024,2519.72,Transport,Transport expense
11/1/2024,1349.8,Health,Health expense
5/15/2023,3797.96,Transport,Transport expense
7/17/2024,4988.96,Health,Health expense
8/1/2025,1941.54,Health,Health expense
9/5/2025,356.65,Health,Health expense
12/25/2025,764.63,Utilities,Utilities expense
10/29/2025,1442.37,Utilities,Utilities expense
4/11/2025,1478.25,Entertainment,Entertainment expense
8/20/2025,4732.9,Utilities,Utilities expense
12/30/2025,134.28,Food,Food expense
12/17/2023,4815.64,Shopping,Shopping expense
10/25/2023,903.13,Entertainment,Entertainment expense
7/5/2024,2233.49,Health,Health expense
3/24/2024,505.87,Transport,Transport expense
9/25/2025,2122.61,Entertainment,Entertainment expense
9/14/2023,531.09,Food,Food expense
12/15/2024,3577.33,Entertainment,Entertainment expense
3/4/2025,4070.13,Shopping,Shopping expense
5/26/2024,3451.0,Education,Education expense
4/9/2025,1059.31,Shopping,Shopping expense
2/1/2024,3632.05,Education,Education expense
10/27/2025,4997.93,Shopping,Shopping expense
5/31/2025,712.4,Transport,Transport expense
12/23/2024,2765.98,Food,Food expense
6/25/2023,3731.3,Education,Education expense
9/14/2024,512.78,Health,Health expense
4/9/2023,1308.35,Entertainment,Entertainment expense
5/11/2024,3769.24,Shopping,Shopping expense
2/5/2024,2610.73,Health,Health expense
4/4/2025,2347.71,Health,Health expense
11/17/2023,530.97,Food,Food expense
2/6/2023,1527.18,Shopping,Shopping expense
10/17/2025,2094.66,Shopping,Shopping expense
3/8/2024,1338.95,Shopping,Shopping expense
9/12/2024,4232.06,Food,Food expense
5/12/2023,3555.43,Entertainment,Entertainment expense
7/26/2023,213.1,Transport,Transport expense
10/19/2024,4500.08,Health,Health expense
11/10/2024,4164.54,Transport,Transport expense
10/6/2025,1701.72,Food,Food expense
6/20/2024,2244.79,Education,Education expense
4/15/2025,3937.54,Transport,Transport expense
3/15/2024,2346.67,Health,Health expense
1/19/2024,942.51,Health,Health expense
12/19/2023,3848.61,Entertainment,Entertainment expense
3/23/2023,3397.58,Entertainment,Entertainment expense
4/8/2025,4474.63,Education,Education expense
3/26/2023,2332.42,Education,Education expense
8/28/2023,3583.77,Transport,Transport expense
11/29/2025,3345.47,Entertainment,Entertainment expense
8/15/2024,4085.23,Utilities,Utilities expense
7/17/2025,1707.18,Food,Food expense
6/20/2024,4234.13,Entertainment,Entertainment expense
11/6/2025,2701.71,Entertainment,Entertainment expense
5/16/2025,2059.59,Entertainment,Entertainment expense
8/18/2024,4755.8,Transport,Transport expense
6/12/2023,4297.78,Education,Education expense
9/24/2023,2994.97,Shopping,Shopping expense
8/19/2025,3610.85,Shopping,Shopping expense
1/18/2023,443.34,Entertainment,Entertainment expense
1/22/2023,972.01,Food,Food expense
6/29/2023,2355.76,Education,Education expense
1/28/2025,111.85,Shopping,Shopping expense
1/21/2023,3742.63,Utilities,Utilities expense
5/16/2025,1458.53,Transport,Transport expense
1/4/2025,4487.75,Health,Health expense
11/18/2023,3068.54,Utilities,Utilities expense
2/25/2025,580.62,Utilities,Utilities expense
10/12/2025,1120.91,Transport,Transport expense
7/1/2024,3951.66,Utilities,Utilities expense
10/27/2023,3852.43,Education,Education expense
8/3/2023,4733.84,Food,Food expense
6/2/2024,3934.58,Education,Education expense
12/3/2024,4294.98,Health,Health expense
8/27/2023,702.32,Transport,Transport expense
8/19/2023,1275.67,Food,Food expense
2/2/2025,1831.86,Entertainment,Entertainment expense
2/24/2024,4274.2,Shopping,Shopping expense
4/20/2025,1123.54,Food,Food expense
11/27/2025,4099.84,Shopping,Shopping expense
4/8/2025,3668.73,Education,Education expense
6/20/2023,4394.96,Health,Health expense
1/25/2025,4618.9,Food,Food expense
3/15/2025,1370.47,Shopping,Shopping expense
11/6/2025,4899.31,Transport,Transport expense
10/9/2023,2405.01,Health,Health expense
4/29/2025,4295.5,Transport,Transport expense
11/11/2025,3066.47,Education,Education expense
10/15/2025,3371.11,Transport,Transport expense
2/12/2024,1906.34,Health,Health expense
5/7/2023,1165.87,Education,Education expense
8/2/2024,1866.39,Entertainment,Entertainment expense
6/20/2023,3336.13,Food,Food expense
1/27/2025,4310.6,Health,Health expense
11/5/2025,4685.69,Food,Food expense
6/25/2024,3544.64,Transport,Transport expense
6/20/2023,3784.91,Utilities,Utilities expense
5/22/2024,3337.15,Transport,Transport expense
9/14/2023,2661.88,Food,Food expense
10/15/2024,2653.81,Shopping,Shopping expense
7/31/2023,3341.27,Food,Food expense
10/6/2024,2587.59,Health,Health expense
2/11/2025,3035.96,Health,Health expense
1/3/2023,1612.55,Utilities,Utilities expense
4/12/2025,2251.04,Entertainment,Entertainment expense
5/20/2024,2129.64,Education,Education expense
12/7/2024,3460.35,Health,Health expense
12/11/2024,2549.88,Entertainment,Entertainment expense
2/11/2023,4434.17,Education,Education expense
6/19/2023,4994.4,Utilities,Utilities expense
12/14/2024,2779.34,Shopping,Shopping expense
9/13/2025,1479.75,Transport,Transport expense
6/27/2023,2884.89,Shopping,Shopping expense
2/22/2025,3955.75,Health,Health expense
6/25/2025,1580.24,Transport,Transport expense
4/19/2023,2436.66,Entertainment,Entertainment expense
3/25/2025,1471.11,Shopping,Shopping expense
8/10/2025,4885.99,Utilities,Utilities expense
3/8/2023,4314.74,Transport,Transport expense
11/14/2025,3246.9,Health,Health expense
11/1/2023,4818.31,Entertainment,Entertainment expense
2/18/2024,1145.83,Education,Education expense
11/13/2023,1307.57,Education,Education expense
11/9/2024,2790.67,Education,Education expense
7/26/2024,1102.29,Entertainment,Entertainment expense
2/24/2025,1503.35,Transport,Transport expense
12/17/2023,851.98,Food,Food expense
4/15/2023,2440.83,Food,Food expense
5/2/2023,1979.91,Shopping,Shopping expense
5/20/2025,748.86,Utilities,Utilities expense
8/2/2023,2286.53,Shopping,Shopping expense
11/11/2023,3749.74,Food,Food expense
8/29/2023,3087.62,Transport,Transport expense
1/8/2024,4454.82,Education,Education expense
7/7/2023,3609.39,Food,Food expense
4/28/2024,1993.88,Education,Education expense
1/7/2024,1483.4,Shopping,Shopping expense
7/24/2024,482.99,Entertainment,Entertainment expense
11/11/2024,3240.19,Shopping,Shopping expense
12/7/2025,2484.18,Health,Health expense
10/22/2025,188.49,Food,Food expense
5/9/2025,3246.01,Food,Food expense
9/30/2025,3918.8,Health,Health expense
6/29/2025,2221.73,Entertainment,Entertainment expense
10/25/2025,506.68,Entertainment,Entertainment expense
7/31/2025,2860.82,Health,Health expense
4/12/2025,1813.89,Utilities,Utilities expense
12/16/2023,1452.32,Utilities,Utilities expense
6/20/2024,4480.21,Utilities,Utilities expense
4/3/2024,2346.74,Entertainment,Entertainment expense
8/23/2025,266.85,Food,Food expense
1/7/2023,3783.46,Transport,Transport expense
3/18/2025,1310.77,Utilities,Utilities expense
2/4/2024,1944.67,Food,Food expense
7/26/2025,4367.02,Food,Food expense
3/15/2024,2690.42,Transport,Transport expense
12/10/2023,4032.17,Shopping,Shopping expense
8/27/2023,3589.53,Shopping,Shopping expense
12/10/2025,882.87,Education,Education expense
6/23/2025,861.41,Transport,Transport expense
3/28/2023,4806.92,Transport,Transport expense
4/11/2023,4734.61,Education,Education expense
4/22/2025,2977.03,Food,Food expense
9/21/2023,715.79,Health,Health expense
1/22/2023,3031.95,Transport,Transport expense
7/7/2023,910.88,Health,Health expense
8/29/2025,794.26,Transport,Transport expense
1/1/2025,1622.91,Health,Health expense
10/5/2023,871.54,Transport,Transport expense
4/10/2024,763.71,Health,Health expense
6/4/2023,4689.27,Food,Food expense
10/26/2024,3282.7,Utilities,Utilities expense
7/20/2023,3742.5,Utilities,Utilities expense
6/26/2024,3824.68,Shopping,Shopping expense
2/4/2025,2528.92,Health,Health expense
7/14/2025,4555.83,Food,Food expense
4/3/2023,4709.02,Health,Health expense
11/14/2025,4961.2,Food,Food expense
8/8/2025,3899.02,Health,Health expense
12/9/2025,296.72,Utilities,Utilities expense
12/27/2025,3021.72,Education,Education expense
10/6/2024,4218.55,Entertainment,Entertainment expense
1/4/2024,4573.89,Utilities,Utilities expense
2/4/2024,4124.38,Education,Education expense
5/25/2023,3327.84,Shopping,Shopping expense
3/4/2024,2351.24,Entertainment,Entertainment expense
6/13/2023,3097.85,Shopping,Shopping expense
12/29/2025,1464.56,Entertainment,Entertainment expense
7/21/2025,3718.3,Utilities,Utilities expense
8/30/2023,966.47,Education,Education expense
6/6/2025,1774.73,Transport,Transport expense
9/7/2023,622.34,Entertainment,Entertainment expense
6/14/2023,4093.01,Health,Health expense
5/14/2024,2836.34,Entertainment,Entertainment expense
11/4/2023,487.33,Shopping,Shopping expense
12/26/2023,2026.98,Utilities,Utilities expense
3/24/2023,4799.31,Food,Food expense
9/14/2023,4595.6,Utilities,Utilities expense
3/14/2024,145.69,Health,Health expense
1/6/2025,1796.56,Food,Food expense
6/12/2024,4680.21,Health,Health expense
11/5/2024,1948.07,Food,Food expense
7/29/2024,2395.22,Utilities,Utilities expense
4/15/2025,247.5,Utilities,Utilities expense
12/29/2025,2062.39,Utilities,Utilities expense
5/11/2023,1165.88,Shopping,Shopping expense
6/18/2023,2152.58,Education,Education expense
7/26/2025,4706.21,Shopping,Shopping expense
3/29/2024,3256.31,Health,Health expense
9/7/2023,210.27,Health,Health expense
11/11/2025,1694.47,Utilities,Utilities expense
10/8/2025,1714.25,Shopping,Shopping expense
9/14/2023,219.2,Food,Food expense
11/13/2024,2121.01,Transport,Transport expense
12/13/2024,68.46,Transport,Transport expense
4/9/2025,4055.12,Health,Health expense
1/14/2025,4838.68,Education,Education expense
6/2/2025,4745.83,Entertainment,Entertainment expense
5/23/2023,3399.76,Food,Food expense
9/28/2025,2912.56,Shopping,Shopping expense
7/1/2023,2022.16,Utilities,Utilities expense
4/22/2025,3560.19,Entertainment,Entertainment expense
6/21/2024,4075.68,Food,Food expense
10/5/2024,1126.7,Shopping,Shopping expense
11/29/2023,2866.76,Food,Food expense
12/4/2025,4021.38,Utilities,Utilities expense
11/6/2024,1151.47,Transport,Transport expense
2/25/2024,1586.36,Health,Health expense
5/25/2023,1315.49,Education,Education expense
6/1/2025,2610.43,Transport,Transport expense
3/7/2024,2143.0,Education,Education expense
4/19/2024,2220.88,Shopping,Shopping expense
3/14/2025,1954.9,Utilities,Utilities expense
4/20/2024,165.49,Shopping,Shopping expense
8/18/2025,3232.78,Food,Food expense
7/6/2024,4119.09,Transport,Transport expense
9/11/2024,884.9,Transport,Transport expense
11/23/2025,1977.2,Shopping,Shopping expense
7/30/2024,3194.47,Entertainment,Entertainment expense
12/7/2023,4539.3,Health,Health expense
11/27/2025,4363.16,Shopping,Shopping expense
10/1/2023,682.59,Shopping,Shopping expense
5/25/2023,3627.02,Transport,Transport expense
10/18/2023,2032.01,Health,Health expense
8/21/2024,2793.57,Entertainment,Entertainment expense
9/4/2025,1888.97,Education,Education expense
12/3/2024,1406.51,Utilities,Utilities expense
6/11/2025,2095.08,Education,Education expense
3/28/2024,1328.71,Entertainment,Entertainment expense
7/18/2025,4085.68,Education,Education expense
6/7/2025,4655.69,Shopping,Shopping expense
9/8/2024,888.57,Health,Health expense
9/20/2023,964.89,Shopping,Shopping expense
11/11/2024,3954.82,Shopping,Shopping expense
9/29/2024,3510.75,Health,Health expense
6/2/2023,3382.93,Utilities,Utilities expense
7/23/2023,2541.01,Education,Education expense
12/15/2023,2284.75,Transport,Transport expense
2/21/2024,2295.49,Utilities,Utilities expense
5/2/2023,4698.63,Shopping,Shopping expense
9/1/2023,1565.81,Shopping,Shopping expense
12/16/2025,3551.21,Shopping,Shopping expense
3/7/2024,3628.16,Entertainment,Entertainment expense
2/15/2025,566.54,Health,Health expense
12/4/2024,3037.75,Shopping,Shopping expense
1/7/2024,3325.86,Health,Health expense
2/3/2024,2039.3,Utilities,Utilities expense
5/23/2025,2121.51,Health,Health expense
11/13/2024,152.68,Entertainment,Entertainment expense
4/6/2023,2381.13,Education,Education expense
10/6/2023,2157.37,Transport,Transport expense
1/2/2025,4217.08,Entertainment,Entertainment expense
1/23/2023,114.15,Food,Food expense
9/16/2024,2440.52,Shopping,Shopping expense
2/25/2024,789.06,Entertainment,Entertainment expense
11/14/2024,2283.09,Entertainment,Entertainment expense
3/26/2023,678.96,Utilities,Utilities expense
3/5/2025,2621.31,Utilities,Utilities expense
1/11/2025,4834.0,Shopping,Shopping expense
11/8/2023,535.67,Utilities,Utilities expense
7/29/2024,4401.0,Health,Health expense
3/28/2023,459.89,Transport,Transport expense
2/6/2025,1335.2,Transport,Transport expense
10/22/2023,1127.32,Food,Food expense
1/4/2024,2749.58,Education,Education expense
6/19/2025,773.36,Education,Education expense
9/1/2024,840.63,Transport,Transport expense
9/13/2023,4136.24,Education,Education expense
11/19/2024,2375.61,Utilities,Utilities expense
11/28/2023,3868.29,Food,Food expense
11/26/2025,122.12,Entertainment,Entertainment expense
10/20/2025,3360.43,Food,Food expense
11/23/2025,637.18,Transport,Transport expense
5/8/2025,516.7,Transport,Transport expense
2/4/2024,766.03,Education,Education expense
4/2/2024,2624.98,Shopping,Shopping expense
11/30/2023,1291.11,Transport,Transport expense
7/19/2025,3928.21,Entertainment,Entertainment expense
4/9/2025,3791.59,Transport,Transport expense
10/17/2024,3150.58,Utilities,Utilities expense
7/28/2025,2142.47,Food,Food expense
11/17/2025,4151.01,Transport,Transport expense
1/24/2024,4976.3,Food,Food expense
2/25/2025,3801.31,Transport,Transport expense
2/18/2023,1601.52,Health,Health expense
2/28/2023,320.26,Education,Education expense
11/11/2024,187.29,Health,Health expense
4/4/2025,731.61,Shopping,Shopping expense
10/15/2023,2645.25,Utilities,Utilities expense
9/2/2024,3406.1,Health,Health expense
4/19/2025,2801.6,Shopping,Shopping expense
3/22/2023,1666.58,Food,Food expense
10/5/2025,3897.41,Education,Education expense
4/6/2024,4210.67,Education,Education expense
10/2/2023,3016.84,Entertainment,Entertainment expense
4/21/2024,3202.1,Utilities,Utilities expense
7/25/2023,4471.39,Utilities,Utilities expense
3/31/2023,1178.72,Health,Health expense
9/15/2023,810.16,Utilities,Utilities expense
10/3/2024,1040.49,Transport,Transport expense
1/5/2023,3736.38,Shopping,Shopping expense
4/26/2024,1926.95,Food,Food expense
6/26/2025,1451.93,Transport,Transport expense
7/14/2024,3555.82,Entertainment,Entertainment expense
3/25/2023,879.47,Entertainment,Entertainment expense
8/23/2025,451.84,Transport,Transport expense
12/16/2025,2371.81,Education,Education expense
10/11/2024,1623.03,Food,Food expense
6/23/2023,4360.21,Health,Health expense
8/26/2023,468.09,Health,Health expense
1/9/2024,2548.34,Food,Food expense
12/27/2024,3955.67,Education,Education expense
4/1/2025,2753.77,Transport,Transport expense
6/5/2023,3085.58,Education,Education expense
1/13/2025,1477.24,Transport,Transport expense
9/2/2024,510.43,Shopping,Shopping expense
6/11/2024,3400.02,Entertainment,Entertainment expense
3/8/2025,272.57,Education,Education expense
1/7/2023,3105.19,Entertainment,Entertainment expense
